type time node value
residual 10715602000000 0 16.693333333 
voltage 10715602000000 0 2.891932888 
voltage_min 10715602000000 0 2.556933333 
voltage_max 10715602000000 0 2.917165000 
residual 10745702000000 0 16.670000000 
voltage 10745702000000 0 2.891699554 
voltage_min 10745702000000 0 2.556700000 
voltage_max 10745702000000 0 2.916931667 
residual 10775802000000 0 16.646666667 
voltage 10775802000000 0 2.891466221 
voltage_min 10775802000000 0 2.556466667 
voltage_max 10775802000000 0 2.916698333 
residual 10805902000000 0 16.623333333 
voltage 10805902000000 0 2.891232888 
voltage_min 10805902000000 0 2.556233333 
voltage_max 10805902000000 0 2.916465000 
residual 10836002000000 0 16.600000000 
voltage 10836002000000 0 2.890999554 
voltage_min 10836002000000 0 2.556000000 
voltage_max 10836002000000 0 2.916231667 
residual 10866102000000 0 16.576666667 
voltage 10866102000000 0 2.890766221 
voltage_min 10866102000000 0 2.555766667 
voltage_max 10866102000000 0 2.915998333 
residual 10896202000000 0 16.553333333 
voltage 10896202000000 0 2.890532888 
voltage_min 10896202000000 0 2.555533333 
voltage_max 10896202000000 0 2.915765000 
residual 10926302000000 0 16.530000000 
voltage 10926302000000 0 2.890299554 
voltage_min 10926302000000 0 2.555300000 
voltage_max 10926302000000 0 2.915531667 
residual 10956402000000 0 16.506666667 
voltage 10956402000000 0 2.890066221 
voltage_min 10956402000000 0 2.555066667 
voltage_max 10956402000000 0 2.915298333 
residual 10986502000000 0 16.483333333 
voltage 10986502000000 0 2.889832888 
voltage_min 10986502000000 0 2.554833333 
voltage_max 10986502000000 0 2.915065000 
residual 11016602000000 0 16.460000000 
voltage 11016602000000 0 2.889599554 
voltage_min 11016602000000 0 2.554600000 
voltage_max 11016602000000 0 2.914831667 
residual 11046702000000 0 16.436666667 
voltage 11046702000000 0 2.889366221 
voltage_min 11046702000000 0 2.554366667 
voltage_max 11046702000000 0 2.914598333 
residual 11076802000000 0 16.413333333 
voltage 11076802000000 0 2.889132888 
voltage_min 11076802000000 0 2.554133333 
voltage_max 11076802000000 0 2.914365000 
residual 11106902000000 0 16.390000000 
voltage 11106902000000 0 2.888899554 
voltage_min 11106902000000 0 2.553900000 
voltage_max 11106902000000 0 2.914131667 
residual 11137002000000 0 16.366666667 
voltage 11137002000000 0 2.888666221 
voltage_min 11137002000000 0 2.553666667 
voltage_max 11137002000000 0 2.913898333 
residual 11167102000000 0 16.343333333 
voltage 11167102000000 0 2.888432888 
voltage_min 11167102000000 0 2.553433333 
voltage_max 11167102000000 0 2.913665000 
residual 11197202000000 0 16.320000000 
voltage 11197202000000 0 2.888199554 
voltage_min 11197202000000 0 2.553200000 
voltage_max 11197202000000 0 2.913431667 
residual 11227302000000 0 16.296666667 
voltage 11227302000000 0 2.887966221 
voltage_min 11227302000000 0 2.552966667 
voltage_max 11227302000000 0 2.913198333 
residual 11257402000000 0 16.273333333 
voltage 11257402000000 0 2.887732888 
voltage_min 11257402000000 0 2.552733333 
voltage_max 11257402000000 0 2.912965000 
residual 11287502000000 0 16.250000000 
voltage 11287502000000 0 2.887499554 
voltage_min 11287502000000 0 2.552500000 
voltage_max 11287502000000 0 2.912731667 
residual 11317602000000 0 16.226666667 
voltage 11317602000000 0 2.887266221 
voltage_min 11317602000000 0 2.552266667 
voltage_max 11317602000000 0 2.912498333 
residual 11347702000000 0 16.203333333 
voltage 11347702000000 0 2.887032888 
voltage_min 11347702000000 0 2.552033333 
voltage_max 11347702000000 0 2.912265000 
residual 11377802000000 0 16.180000000 
voltage 11377802000000 0 2.886799554 
voltage_min 11377802000000 0 2.551800000 
voltage_max 11377802000000 0 2.912031667 
residual 11407902000000 0 16.156666667 
voltage 11407902000000 0 2.886566221 
voltage_min 11407902000000 0 2.551566667 
voltage_max 11407902000000 0 2.911798333 
residual 11438002000000 0 16.133333333 
voltage 11438002000000 0 2.886332888 
voltage_min 11438002000000 0 2.551333333 
voltage_max 11438002000000 0 2.911565000 
residual 11468102000000 0 16.110000000 
voltage 11468102000000 0 2.886099554 
voltage_min 11468102000000 0 2.551100000 
voltage_max 11468102000000 0 2.911331667 
residual 11498202000000 0 16.086666667 
voltage 11498202000000 0 2.885866221 
voltage_min 11498202000000 0 2.550866667 
voltage_max 11498202000000 0 2.911098333 
residual 11528302000000 0 16.063333333 
voltage 11528302000000 0 2.885632888 
voltage_min 11528302000000 0 2.550633333 
voltage_max 11528302000000 0 2.910865000 
residual 11558402000000 0 16.040000000 
voltage 11558402000000 0 2.885399554 
voltage_min 11558402000000 0 2.550400000 
voltage_max 11558402000000 0 2.910631667 
residual 11588502000000 0 16.016666667 
voltage 11588502000000 0 2.885166221 
voltage_min 11588502000000 0 2.550166667 
voltage_max 11588502000000 0 2.910398333 
residual 11618602000000 0 15.993333333 
voltage 11618602000000 0 2.884932888 
voltage_min 11618602000000 0 2.549933333 
voltage_max 11618602000000 0 2.910165000 
residual 11648702000000 0 15.970000000 
voltage 11648702000000 0 2.884699554 
voltage_min 11648702000000 0 2.549700000 
voltage_max 11648702000000 0 2.909931667 
residual 11678802000000 0 15.946666667 
voltage 11678802000000 0 2.884466221 
voltage_min 11678802000000 0 2.549466667 
voltage_max 11678802000000 0 2.909698333 
residual 11708902000000 0 15.923333333 
voltage 11708902000000 0 2.884232888 
voltage_min 11708902000000 0 2.549233333 
voltage_max 11708902000000 0 2.909465000 
residual 11739002000000 0 15.900000000 
voltage 11739002000000 0 2.883999554 
voltage_min 11739002000000 0 2.549000000 
voltage_max 11739002000000 0 2.909231667 
residual 11769102000000 0 15.876666667 
voltage 11769102000000 0 2.883766221 
voltage_min 11769102000000 0 2.548766667 
voltage_max 11769102000000 0 2.908998333 
residual 11799202000000 0 15.853333333 
voltage 11799202000000 0 2.883532888 
voltage_min 11799202000000 0 2.548533333 
voltage_max 11799202000000 0 2.908765000 
residual 11829302000000 0 15.830000000 
voltage 11829302000000 0 2.883299554 
voltage_min 11829302000000 0 2.548300000 
voltage_max 11829302000000 0 2.908531667 
residual 11859402000000 0 15.806666667 
voltage 11859402000000 0 2.883066221 
voltage_min 11859402000000 0 2.548066667 
voltage_max 11859402000000 0 2.908298333 
residual 11889502000000 0 15.783333333 
voltage 11889502000000 0 2.882832888 
voltage_min 11889502000000 0 2.547833333 
voltage_max 11889502000000 0 2.908065000 
residual 11919602000000 0 15.760000000 
voltage 11919602000000 0 2.882599554 
voltage_min 11919602000000 0 2.547600000 
voltage_max 11919602000000 0 2.907831667 
residual 11949702000000 0 15.736666667 
voltage 11949702000000 0 2.882366221 
voltage_min 11949702000000 0 2.547366667 
voltage_max 11949702000000 0 2.907598333 
residual 11979802000000 0 15.713333333 
voltage 11979802000000 0 2.882132888 
voltage_min 11979802000000 0 2.547133333 
voltage_max 11979802000000 0 2.907365000 
residual 12009902000000 0 15.690000000 
voltage 12009902000000 0 2.881899554 
voltage_min 12009902000000 0 2.546900000 
voltage_max 12009902000000 0 2.907131667 
residual 12040002000000 0 15.666666667 
voltage 12040002000000 0 2.881666221 
voltage_min 12040002000000 0 2.546666667 
voltage_max 12040002000000 0 2.906898333 
residual 12070102000000 0 15.643333333 
voltage 12070102000000 0 2.881432888 
voltage_min 12070102000000 0 2.546433333 
voltage_max 12070102000000 0 2.906665000 
residual 12100202000000 0 15.620000000 
voltage 12100202000000 0 2.881199554 
voltage_min 12100202000000 0 2.546200000 
voltage_max 12100202000000 0 2.906431667 
residual 12130302000000 0 15.596666667 
voltage 12130302000000 0 2.880966221 
voltage_min 12130302000000 0 2.545966667 
voltage_max 12130302000000 0 2.906198333 
residual 12160402000000 0 15.573333333 
voltage 12160402000000 0 2.880732888 
voltage_min 12160402000000 0 2.545733333 
voltage_max 12160402000000 0 2.905965000 
residual 12190502000000 0 15.550000000 
voltage 12190502000000 0 2.880499554 
voltage_min 12190502000000 0 2.545500000 
voltage_max 12190502000000 0 2.905731667 
residual 12220602000000 0 15.526666667 
voltage 12220602000000 0 2.880266221 
voltage_min 12220602000000 0 2.545266667 
voltage_max 12220602000000 0 2.905498333 
residual 12250702000000 0 15.503333333 
voltage 12250702000000 0 2.880032888 
voltage_min 12250702000000 0 2.545033333 
voltage_max 12250702000000 0 2.905265000 
residual 12280802000000 0 15.480000000 
voltage 12280802000000 0 2.879799554 
voltage_min 12280802000000 0 2.544800000 
voltage_max 12280802000000 0 2.905031667 
residual 12310902000000 0 15.456666667 
voltage 12310902000000 0 2.879566221 
voltage_min 12310902000000 0 2.544566667 
voltage_max 12310902000000 0 2.904798333 
residual 12341002000000 0 15.433333333 
voltage 12341002000000 0 2.879332888 
voltage_min 12341002000000 0 2.544333333 
voltage_max 12341002000000 0 2.904565000 
residual 12371102000000 0 15.410000000 
voltage 12371102000000 0 2.879099554 
voltage_min 12371102000000 0 2.544100000 
voltage_max 12371102000000 0 2.904331667 
residual 12401202000000 0 15.386666667 
voltage 12401202000000 0 2.878866221 
voltage_min 12401202000000 0 2.543866667 
voltage_max 12401202000000 0 2.904098333 
residual 12431302000000 0 15.363333333 
voltage 12431302000000 0 2.878632888 
voltage_min 12431302000000 0 2.543633333 
voltage_max 12431302000000 0 2.903865000 
residual 12461402000000 0 15.340000000 
voltage 12461402000000 0 2.878399554 
voltage_min 12461402000000 0 2.543400000 
voltage_max 12461402000000 0 2.903631667 
residual 12491502000000 0 15.316666667 
voltage 12491502000000 0 2.878166221 
voltage_min 12491502000000 0 2.543166667 
voltage_max 12491502000000 0 2.903398333 
residual 12521602000000 0 15.293333333 
voltage 12521602000000 0 2.877932888 
voltage_min 12521602000000 0 2.542933333 
voltage_max 12521602000000 0 2.903165000 
residual 12551702000000 0 15.270000000 
voltage 12551702000000 0 2.877699554 
voltage_min 12551702000000 0 2.542700000 
voltage_max 12551702000000 0 2.902931667 
residual 12581802000000 0 15.246666667 
voltage 12581802000000 0 2.877466221 
voltage_min 12581802000000 0 2.542466667 
voltage_max 12581802000000 0 2.902698333 
residual 12611902000000 0 15.223333333 
voltage 12611902000000 0 2.877232888 
voltage_min 12611902000000 0 2.542233333 
voltage_max 12611902000000 0 2.902465000 
residual 12642002000000 0 15.200000000 
voltage 12642002000000 0 2.876999554 
voltage_min 12642002000000 0 2.542000000 
voltage_max 12642002000000 0 2.902231667 
residual 12672102000000 0 15.176666667 
voltage 12672102000000 0 2.876766221 
voltage_min 12672102000000 0 2.541766667 
voltage_max 12672102000000 0 2.901998333 
residual 12702202000000 0 15.153333333 
voltage 12702202000000 0 2.876532888 
voltage_min 12702202000000 0 2.541533333 
voltage_max 12702202000000 0 2.901765000 
residual 12732302000000 0 15.130000000 
voltage 12732302000000 0 2.876299554 
voltage_min 12732302000000 0 2.541300000 
voltage_max 12732302000000 0 2.901531667 
residual 12762402000000 0 15.106666667 
voltage 12762402000000 0 2.876066221 
voltage_min 12762402000000 0 2.541066667 
voltage_max 12762402000000 0 2.901298333 
residual 12792502000000 0 15.083333333 
voltage 12792502000000 0 2.875832888 
voltage_min 12792502000000 0 2.540833333 
voltage_max 12792502000000 0 2.901065000 
residual 12822602000000 0 15.060000000 
voltage 12822602000000 0 2.875599554 
voltage_min 12822602000000 0 2.540600000 
voltage_max 12822602000000 0 2.900831667 
residual 12852702000000 0 15.036666667 
voltage 12852702000000 0 2.875366221 
voltage_min 12852702000000 0 2.540366667 
voltage_max 12852702000000 0 2.900598333 
residual 12882802000000 0 15.013333333 
voltage 12882802000000 0 2.875132888 
voltage_min 12882802000000 0 2.540133333 
voltage_max 12882802000000 0 2.900365000 
residual 12912902000000 0 14.990000000 
voltage 12912902000000 0 2.874899554 
voltage_min 12912902000000 0 2.539900000 
voltage_max 12912902000000 0 2.900131667 
residual 12943002000000 0 14.966666667 
voltage 12943002000000 0 2.874666221 
voltage_min 12943002000000 0 2.539666667 
voltage_max 12943002000000 0 2.899898333 
residual 12973102000000 0 14.943333333 
voltage 12973102000000 0 2.874432888 
voltage_min 12973102000000 0 2.539433333 
voltage_max 12973102000000 0 2.899665000 
residual 13003202000000 0 14.920000000 
voltage 13003202000000 0 2.874199554 
voltage_min 13003202000000 0 2.539200000 
voltage_max 13003202000000 0 2.899431667 
residual 13033302000000 0 14.896666667 
voltage 13033302000000 0 2.873966221 
voltage_min 13033302000000 0 2.538966667 
voltage_max 13033302000000 0 2.899198333 
residual 13063402000000 0 14.873333333 
voltage 13063402000000 0 2.873732888 
voltage_min 13063402000000 0 2.538733333 
voltage_max 13063402000000 0 2.898965000 
residual 13093502000000 0 14.850000000 
voltage 13093502000000 0 2.873499554 
voltage_min 13093502000000 0 2.538500000 
voltage_max 13093502000000 0 2.898731667 
residual 13123602000000 0 14.826666667 
voltage 13123602000000 0 2.873266221 
voltage_min 13123602000000 0 2.538266667 
voltage_max 13123602000000 0 2.898498333 
residual 13153702000000 0 14.803333333 
voltage 13153702000000 0 2.873032888 
voltage_min 13153702000000 0 2.538033333 
voltage_max 13153702000000 0 2.898265000 
residual 13183802000000 0 14.780000000 
voltage 13183802000000 0 2.872799554 
voltage_min 13183802000000 0 2.537800000 
voltage_max 13183802000000 0 2.898031667 
residual 13213902000000 0 14.756666667 
voltage 13213902000000 0 2.872566221 
voltage_min 13213902000000 0 2.537566667 
voltage_max 13213902000000 0 2.897798333 
residual 13244002000000 0 14.733333333 
voltage 13244002000000 0 2.872332888 
voltage_min 13244002000000 0 2.537333333 
voltage_max 13244002000000 0 2.897565000 
residual 13274102000000 0 14.710000000 
voltage 13274102000000 0 2.872099554 
voltage_min 13274102000000 0 2.537100000 
voltage_max 13274102000000 0 2.897331667 
residual 13304202000000 0 14.686666667 
voltage 13304202000000 0 2.871866221 
voltage_min 13304202000000 0 2.536866667 
voltage_max 13304202000000 0 2.897098333 
residual 13334302000000 0 14.663333333 
voltage 13334302000000 0 2.871632888 
voltage_min 13334302000000 0 2.536633333 
voltage_max 13334302000000 0 2.896865000 
residual 13364402000000 0 14.640000000 
voltage 13364402000000 0 2.871399554 
voltage_min 13364402000000 0 2.536400000 
voltage_max 13364402000000 0 2.896631667 
residual 13394502000000 0 14.616666667 
voltage 13394502000000 0 2.871166221 
voltage_min 13394502000000 0 2.536166667 
voltage_max 13394502000000 0 2.896398333 
residual 13424602000000 0 14.593333333 
voltage 13424602000000 0 2.870932888 
voltage_min 13424602000000 0 2.535933333 
voltage_max 13424602000000 0 2.896165000 
residual 13454702000000 0 14.570000000 
voltage 13454702000000 0 2.870699554 
voltage_min 13454702000000 0 2.535700000 
voltage_max 13454702000000 0 2.895931667 
residual 13484802000000 0 14.546666667 
voltage 13484802000000 0 2.870466221 
voltage_min 13484802000000 0 2.535466667 
voltage_max 13484802000000 0 2.895698333 
residual 13514902000000 0 14.523333333 
voltage 13514902000000 0 2.870232888 
voltage_min 13514902000000 0 2.535233333 
voltage_max 13514902000000 0 2.895465000 
residual 13545002000000 0 14.500000000 
voltage 13545002000000 0 2.869999554 
voltage_min 13545002000000 0 2.535000000 
voltage_max 13545002000000 0 2.895231667 
residual 13575102000000 0 14.476666667 
voltage 13575102000000 0 2.869766221 
voltage_min 13575102000000 0 2.534766667 
voltage_max 13575102000000 0 2.894998333 
residual 13605202000000 0 14.453333333 
voltage 13605202000000 0 2.869532888 
voltage_min 13605202000000 0 2.534533333 
voltage_max 13605202000000 0 2.894765000 
residual 13635302000000 0 14.430000000 
voltage 13635302000000 0 2.869299554 
voltage_min 13635302000000 0 2.534300000 
voltage_max 13635302000000 0 2.894531667 
residual 13665402000000 0 14.406666667 
voltage 13665402000000 0 2.869066221 
voltage_min 13665402000000 0 2.534066667 
voltage_max 13665402000000 0 2.894298333 
residual 13695502000000 0 14.383333333 
voltage 13695502000000 0 2.868832888 
voltage_min 13695502000000 0 2.533833333 
voltage_max 13695502000000 0 2.894065000 
residual 13725602000000 0 14.360000000 
voltage 13725602000000 0 2.868599554 
voltage_min 13725602000000 0 2.533600000 
voltage_max 13725602000000 0 2.893831667 
residual 13755702000000 0 14.336666667 
voltage 13755702000000 0 2.868366221 
voltage_min 13755702000000 0 2.533366667 
voltage_max 13755702000000 0 2.893598333 
residual 13785802000000 0 14.313333333 
voltage 13785802000000 0 2.868132888 
voltage_min 13785802000000 0 2.533133333 
voltage_max 13785802000000 0 2.893365000 
residual 13815902000000 0 14.290000000 
voltage 13815902000000 0 2.867899554 
voltage_min 13815902000000 0 2.532900000 
voltage_max 13815902000000 0 2.893131667 
residual 13846002000000 0 14.266666667 
voltage 13846002000000 0 2.867666221 
voltage_min 13846002000000 0 2.532666667 
voltage_max 13846002000000 0 2.892898333 
residual 13876102000000 0 14.243333333 
voltage 13876102000000 0 2.867432888 
voltage_min 13876102000000 0 2.532433333 
voltage_max 13876102000000 0 2.892665000 
residual 13906202000000 0 14.220000000 
voltage 13906202000000 0 2.867199554 
voltage_min 13906202000000 0 2.532200000 
voltage_max 13906202000000 0 2.892431667 
residual 13936302000000 0 14.196666667 
voltage 13936302000000 0 2.866966221 
voltage_min 13936302000000 0 2.531966667 
voltage_max 13936302000000 0 2.892198333 
residual 13966402000000 0 14.173333333 
voltage 13966402000000 0 2.866732888 
voltage_min 13966402000000 0 2.531733333 
voltage_max 13966402000000 0 2.891965000 
residual 13996502000000 0 14.150000000 
voltage 13996502000000 0 2.866499554 
voltage_min 13996502000000 0 2.531500000 
voltage_max 13996502000000 0 2.891731667 
residual 14026602000000 0 14.126666667 
voltage 14026602000000 0 2.866266221 
voltage_min 14026602000000 0 2.531266667 
voltage_max 14026602000000 0 2.891498333 
residual 14056702000000 0 14.103333333 
voltage 14056702000000 0 2.866032888 
voltage_min 14056702000000 0 2.531033333 
voltage_max 14056702000000 0 2.891265000 
residual 14086802000000 0 14.080000000 
voltage 14086802000000 0 2.865799554 
voltage_min 14086802000000 0 2.530800000 
voltage_max 14086802000000 0 2.891031667 
residual 14116902000000 0 14.056666667 
voltage 14116902000000 0 2.865566221 
voltage_min 14116902000000 0 2.530566667 
voltage_max 14116902000000 0 2.890798333 
residual 14147002000000 0 14.033333333 
voltage 14147002000000 0 2.865332888 
voltage_min 14147002000000 0 2.530333333 
voltage_max 14147002000000 0 2.890565000 
residual 14177102000000 0 14.010000000 
voltage 14177102000000 0 2.865099554 
voltage_min 14177102000000 0 2.530100000 
voltage_max 14177102000000 0 2.890331667 
residual 14207202000000 0 13.986666667 
voltage 14207202000000 0 2.864866221 
voltage_min 14207202000000 0 2.529866667 
voltage_max 14207202000000 0 2.890098333 
residual 14237302000000 0 13.963333333 
voltage 14237302000000 0 2.864632888 
voltage_min 14237302000000 0 2.529633333 
voltage_max 14237302000000 0 2.889865000 
residual 14267402000000 0 13.940000000 
voltage 14267402000000 0 2.864399554 
voltage_min 14267402000000 0 2.529400000 
voltage_max 14267402000000 0 2.889631667 
residual 14297502000000 0 13.916666667 
voltage 14297502000000 0 2.864166221 
voltage_min 14297502000000 0 2.529166667 
voltage_max 14297502000000 0 2.889398333 
residual 14327602000000 0 13.893333333 
voltage 14327602000000 0 2.863932888 
voltage_min 14327602000000 0 2.528933333 
voltage_max 14327602000000 0 2.889165000 
residual 14357702000000 0 13.870000000 
voltage 14357702000000 0 2.863699554 
voltage_min 14357702000000 0 2.528700000 
voltage_max 14357702000000 0 2.888931667 
residual 14387802000000 0 13.846666667 
voltage 14387802000000 0 2.863466221 
voltage_min 14387802000000 0 2.528466667 
voltage_max 14387802000000 0 2.888698333 
residual 14417902000000 0 13.823333333 
voltage 14417902000000 0 2.863232888 
voltage_min 14417902000000 0 2.528233333 
voltage_max 14417902000000 0 2.888465000 
residual 14448002000000 0 13.800000000 
voltage 14448002000000 0 2.862999554 
voltage_min 14448002000000 0 2.528000000 
voltage_max 14448002000000 0 2.888231667 
residual 14478102000000 0 13.776666667 
voltage 14478102000000 0 2.862766221 
voltage_min 14478102000000 0 2.527766667 
voltage_max 14478102000000 0 2.887998333 
residual 14508202000000 0 13.753333333 
voltage 14508202000000 0 2.862532888 
voltage_min 14508202000000 0 2.527533333 
voltage_max 14508202000000 0 2.887765000 
residual 14538302000000 0 13.730000000 
voltage 14538302000000 0 2.862299554 
voltage_min 14538302000000 0 2.527300000 
voltage_max 14538302000000 0 2.887531667 
residual 14568402000000 0 13.706666667 
voltage 14568402000000 0 2.862066221 
voltage_min 14568402000000 0 2.527066667 
voltage_max 14568402000000 0 2.887298333 
residual 14598502000000 0 13.683333333 
voltage 14598502000000 0 2.861832888 
voltage_min 14598502000000 0 2.526833333 
voltage_max 14598502000000 0 2.887065000 
residual 14628602000000 0 13.660000000 
voltage 14628602000000 0 2.861599554 
voltage_min 14628602000000 0 2.526600000 
voltage_max 14628602000000 0 2.886831667 
residual 14658702000000 0 13.636666667 
voltage 14658702000000 0 2.861366221 
voltage_min 14658702000000 0 2.526366667 
voltage_max 14658702000000 0 2.886598333 
residual 14688802000000 0 13.613333333 
voltage 14688802000000 0 2.861132888 
voltage_min 14688802000000 0 2.526133333 
voltage_max 14688802000000 0 2.886365000 
residual 14718902000000 0 13.590000000 
voltage 14718902000000 0 2.860899554 
voltage_min 14718902000000 0 2.525900000 
voltage_max 14718902000000 0 2.886131667 
residual 14749002000000 0 13.566666667 
voltage 14749002000000 0 2.860666221 
voltage_min 14749002000000 0 2.525666667 
voltage_max 14749002000000 0 2.885898333 
residual 14779102000000 0 13.543333333 
voltage 14779102000000 0 2.860432888 
voltage_min 14779102000000 0 2.525433333 
voltage_max 14779102000000 0 2.885665000 
residual 14809202000000 0 13.520000000 
voltage 14809202000000 0 2.860199554 
voltage_min 14809202000000 0 2.525200000 
voltage_max 14809202000000 0 2.885431667 
residual 14839302000000 0 13.496666667 
voltage 14839302000000 0 2.859966221 
voltage_min 14839302000000 0 2.524966667 
voltage_max 14839302000000 0 2.885198333 
residual 14869402000000 0 13.473333333 
voltage 14869402000000 0 2.859732888 
voltage_min 14869402000000 0 2.524733333 
voltage_max 14869402000000 0 2.884965000 
residual 14899502000000 0 13.450000000 
voltage 14899502000000 0 2.859499554 
voltage_min 14899502000000 0 2.524500000 
voltage_max 14899502000000 0 2.884731667 
residual 14929602000000 0 13.426666667 
voltage 14929602000000 0 2.859266221 
voltage_min 14929602000000 0 2.524266667 
voltage_max 14929602000000 0 2.884498333 
residual 14959702000000 0 13.403333333 
voltage 14959702000000 0 2.859032888 
voltage_min 14959702000000 0 2.524033333 
voltage_max 14959702000000 0 2.884265000 
residual 14989802000000 0 13.380000000 
voltage 14989802000000 0 2.858799554 
voltage_min 14989802000000 0 2.523800000 
voltage_max 14989802000000 0 2.884031667 
residual 15019902000000 0 13.356666667 
voltage 15019902000000 0 2.858566221 
voltage_min 15019902000000 0 2.523566667 
voltage_max 15019902000000 0 2.883798333 
residual 15050002000000 0 13.333333333 
voltage 15050002000000 0 2.858332888 
voltage_min 15050002000000 0 2.523333333 
voltage_max 15050002000000 0 2.883565000 
residual 15080102000000 0 13.310000000 
voltage 15080102000000 0 2.858099554 
voltage_min 15080102000000 0 2.523100000 
voltage_max 15080102000000 0 2.883331667 
residual 15110202000000 0 13.286666667 
voltage 15110202000000 0 2.857866221 
voltage_min 15110202000000 0 2.522866667 
voltage_max 15110202000000 0 2.883098333 
residual 15140302000000 0 13.263333333 
voltage 15140302000000 0 2.857632888 
voltage_min 15140302000000 0 2.522633333 
voltage_max 15140302000000 0 2.882865000 
residual 15170402000000 0 13.240000000 
voltage 15170402000000 0 2.857399554 
voltage_min 15170402000000 0 2.522400000 
voltage_max 15170402000000 0 2.882631667 
residual 15200502000000 0 13.216666667 
voltage 15200502000000 0 2.857166221 
voltage_min 15200502000000 0 2.522166667 
voltage_max 15200502000000 0 2.882398333 
residual 15230602000000 0 13.193333333 
voltage 15230602000000 0 2.856932888 
voltage_min 15230602000000 0 2.521933333 
voltage_max 15230602000000 0 2.882165000 
residual 15260702000000 0 13.170000000 
voltage 15260702000000 0 2.856699554 
voltage_min 15260702000000 0 2.521700000 
voltage_max 15260702000000 0 2.881931667 
residual 15290802000000 0 13.146666667 
voltage 15290802000000 0 2.856466221 
voltage_min 15290802000000 0 2.521466667 
voltage_max 15290802000000 0 2.881698333 
residual 15320902000000 0 13.123333333 
voltage 15320902000000 0 2.856232888 
voltage_min 15320902000000 0 2.521233333 
voltage_max 15320902000000 0 2.881465000 
residual 15351002000000 0 13.100000000 
voltage 15351002000000 0 2.855999554 
voltage_min 15351002000000 0 2.521000000 
voltage_max 15351002000000 0 2.881231667 
residual 15381102000000 0 13.076666667 
voltage 15381102000000 0 2.855766221 
voltage_min 15381102000000 0 2.520766667 
voltage_max 15381102000000 0 2.880998333 
residual 15411202000000 0 13.053333333 
voltage 15411202000000 0 2.855532888 
voltage_min 15411202000000 0 2.520533333 
voltage_max 15411202000000 0 2.880765000 
residual 15441302000000 0 13.030000000 
voltage 15441302000000 0 2.855299554 
voltage_min 15441302000000 0 2.520300000 
voltage_max 15441302000000 0 2.880531667 
residual 15471402000000 0 13.006666667 
voltage 15471402000000 0 2.855066221 
voltage_min 15471402000000 0 2.520066667 
voltage_max 15471402000000 0 2.880298333 
residual 15501502000000 0 12.983333333 
voltage 15501502000000 0 2.854832888 
voltage_min 15501502000000 0 2.519833333 
voltage_max 15501502000000 0 2.880065000 
residual 15531602000000 0 12.960000000 
voltage 15531602000000 0 2.854599554 
voltage_min 15531602000000 0 2.519600000 
voltage_max 15531602000000 0 2.879831667 
residual 15561702000000 0 12.936666667 
voltage 15561702000000 0 2.854366221 
voltage_min 15561702000000 0 2.519366667 
voltage_max 15561702000000 0 2.879598333 
residual 15591802000000 0 12.913333333 
voltage 15591802000000 0 2.854132888 
voltage_min 15591802000000 0 2.519133333 
voltage_max 15591802000000 0 2.879365000 
residual 15621902000000 0 12.890000000 
voltage 15621902000000 0 2.853899554 
voltage_min 15621902000000 0 2.518900000 
voltage_max 15621902000000 0 2.879131667 
residual 15652002000000 0 12.866666667 
voltage 15652002000000 0 2.853666221 
voltage_min 15652002000000 0 2.518666667 
voltage_max 15652002000000 0 2.878898333 
residual 15682102000000 0 12.843333333 
voltage 15682102000000 0 2.853432888 
voltage_min 15682102000000 0 2.518433333 
voltage_max 15682102000000 0 2.878665000 
residual 15712202000000 0 12.820000000 
voltage 15712202000000 0 2.853199554 
voltage_min 15712202000000 0 2.518200000 
voltage_max 15712202000000 0 2.878431667 
residual 15742302000000 0 12.796666667 
voltage 15742302000000 0 2.852966221 
voltage_min 15742302000000 0 2.517966667 
voltage_max 15742302000000 0 2.878198333 
residual 15772402000000 0 12.773333333 
voltage 15772402000000 0 2.852732888 
voltage_min 15772402000000 0 2.517733333 
voltage_max 15772402000000 0 2.877965000 
residual 15802502000000 0 12.750000000 
voltage 15802502000000 0 2.852499554 
voltage_min 15802502000000 0 2.517500000 
voltage_max 15802502000000 0 2.877731667 
residual 15832602000000 0 12.726666667 
voltage 15832602000000 0 2.852266221 
voltage_min 15832602000000 0 2.517266667 
voltage_max 15832602000000 0 2.877498333 
residual 15862702000000 0 12.703333333 
voltage 15862702000000 0 2.852032888 
voltage_min 15862702000000 0 2.517033333 
voltage_max 15862702000000 0 2.877265000 
residual 15892802000000 0 12.680000000 
voltage 15892802000000 0 2.851799554 
voltage_min 15892802000000 0 2.516800000 
voltage_max 15892802000000 0 2.877031667 
residual 15922902000000 0 12.656666667 
voltage 15922902000000 0 2.851566221 
voltage_min 15922902000000 0 2.516566667 
voltage_max 15922902000000 0 2.876798333 
residual 15953002000000 0 12.633333333 
voltage 15953002000000 0 2.851332888 
voltage_min 15953002000000 0 2.516333333 
voltage_max 15953002000000 0 2.876565000 
residual 15983102000000 0 12.610000000 
voltage 15983102000000 0 2.851099554 
voltage_min 15983102000000 0 2.516100000 
voltage_max 15983102000000 0 2.876331667 
residual 16013202000000 0 12.586666667 
voltage 16013202000000 0 2.850866221 
voltage_min 16013202000000 0 2.515866667 
voltage_max 16013202000000 0 2.876098333 
